  60:0x003c	TokenIdent	740:742	23:18:17	"to"
  61:0x003d	TokenSpace	742:743	23:20:19	" "
  62:0x003e	TokenIdent	743:746	23:21:20	"max"
  63:0x003f	TokenPunct	746:747	23:24:23	";"
  64:0x0040	TokenSpace	747:752	23:25:24	"\n    "
  65:0x0041	TokenIdent	752:762	24:5:4	"extensions"
  66:0x0042	TokenSpace	762:763	24:15:14	" "
  67:0x0043	TokenNumber	763:764	24:16:15	1	"1"
  68:0x0044	TokenPunct	764:765	24:17:16	","
  69:0x0045	TokenSpace	765:766	24:18:17	" "
  70:0x0046	TokenNumber	766:767	24:19:18	2	"2"
  71:0x0047	TokenPunct	767:768	24:20:19	","
  72:0x0048	TokenSpace	768:769	24:21:20	" "
  73:0x0049	TokenNumber	769:770	24:22:21	3	"3"
  74:0x004a	TokenPunct	770:771	24:23:22	","
  75:0x004b	TokenSpace	771:772	24:24:23	" "
  76:0x004c	TokenNumber	772:773	24:25:24	4	"4"
  77:0x004d	TokenSpace	773:774	24:26:25	" "
  78:0x004e	TokenIdent	774:776	24:27:26	"to"
  79:0x004f	TokenSpace	776:777	24:29:28	" "
  80:0x0050	TokenNumber	777:778	24:30:29	5	"5"
  81:0x0051	TokenPunct	778:779	24:31:30	","
  82:0x0052	TokenSpace	779:780	24:32:31	" "
  83:0x0053	TokenNumber	780:781	24:33:32	6	"6"
  84:0x0054	TokenPunct	781:782	24:34:33	";"
  85:0x0055	TokenSpace	782:792	24:35:34	"\n    \n    "
  86:0x0056	TokenIdent	792:800	26:5:4	"reserved"
  87:0x0057	TokenSpace	800:801	26:13:12	" "
  88:0x0058	TokenNumber	801:802	26:14:13	1	"1"
  89:0x0059	TokenPunct	802:803	26:15:14	","
  90:0x005a	TokenSpace	803:804	26:16:15	" "
  91:0x005b	TokenString	804:809	26:17:16	"foo"	"\"foo\""
  92:0x005c	TokenPunct	809:810	26:22:21	";"
  93:0x005d	TokenSpace	810:815	26:23:22	"\n    "
  94:0x005e	TokenIdent	815:823	27:5:4	"reserved"
  95:0x005f	TokenSpace	823:824	27:13:12	" "
  96:0x0060	TokenNumber	824:825	27:14:13	2	"2"
  97:0x0061	TokenPunct	825:826	27:15:14	","
  98:0x0062	TokenSpace	826:827	27:16:15	" "
  99:0x0063	TokenNumber	827:828	27:17:16	3	"3"
 100:0x0064	TokenPunct	828:829	27:18:17	","
 101:0x0065	TokenSpace	829:830	27:19:18	" "
 102:0x0066	TokenNumber	830:831	27:20:19	5	"5"
 103:0x0067	TokenSpace	831:832	27:21:20	" "
 104:0x0068	TokenIdent	832:834	27:22:21	"to"
 105:0x0069	TokenSpace	834:835	27:24:23	" "
 106:0x006a	TokenNumber	835:836	27:25:24	7	"7"
 107:0x006b	TokenPunct	836:837	27:26:25	","
 108:0x006c	TokenSpace	837:838	27:27:26	" "
 109:0x006d	TokenIdent	838:841	27:28:27	"foo"
 110:0x006e	TokenPunct	841:842	27:31:30	","
 111:0x006f	TokenSpace	842:843	27:32:31	" "
 112:0x0070	TokenString	843:848	27:33:32	"bar"	"\"bar\""
 113:0x0071	TokenPunct	848:849	27:38:37	";"
 114:0x0072	TokenSpace	849:850	27:39:38	"\n"
 115:0x0073	TokenPunct	653:851	19:13:12	"}"
 116:0x0074	TokenSpace	851:853	28:2:1	"\n\n"
 117:0x0075	TokenIdent	853:857	30:1:0	"enum"
 118:0x0076	TokenSpace	857:858	30:5:4	" "
 119:0x0077	TokenIdent	858:861	30:6:5	"Foo"
 120:0x0078	TokenSpace	861:862	30:9:8	" "
 121:0x0079	TokenPunct	862:1060	30:10:9	"{"
 122:0x007a	TokenSpace	863:868	30:11:10	"\n    "
 123:0x007b	TokenIdent	868:878	31:5:4	"extensions"
 124:0x007c	TokenSpace	878:879	31:15:14	" "
 125:0x007d	TokenNumber	879:880	31:16:15	1	"1"
 126:0x007e	TokenPunct	880:881	31:17:16	";"
 127:0x007f	TokenSpace	881:886	31:18:17	"\n    "
 128:0x0080	TokenIdent	886:896	32:5:4	"extensions"
 129:0x0081	TokenSpace	896:897	32:15:14	" "
 130:0x0082	TokenNumber	897:898	32:16:15	1	"1"
 131:0x0083	TokenSpace	898:899	32:17:16	" "
 132:0x0084	TokenIdent	899:901	32:18:17	"to"
 133:0x0085	TokenSpace	901:902	32:20:19	" "
 134:0x0086	TokenNumber	902:903	32:21:20	2	"2"
 135:0x0087	TokenPunct	903:904	32:22:21	";"
 136:0x0088	TokenSpace	904:909	32:23:22	"\n    "
 137:0x0089	TokenIdent	909:919	33:5:4	"extensions"
 138:0x008a	TokenSpace	919:920	33:15:14	" "
 139:0x008b	TokenPunct	920:921	33:16:15	"-"
 140:0x008c	TokenNumber	921:922	33:17:16	5	"5"
 141:0x008d	TokenSpace	922:923	33:18:17	" "
 142:0x008e	TokenIdent	923:925	33:19:18	"to"
 143:0x008f	TokenSpace	925:926	33:21:20	" "
 144:0x0090	TokenNumber	926:930	33:22:21	32	"0x20"
 145:0x0091	TokenPunct	930:931	33:26:25	";"
 146:0x0092	TokenSpace	931:936	33:27:26	"\n    "
 147:0x0093	TokenIdent	936:946	34:5:4	"extensions"
 148:0x0094	TokenSpace	946:947	34:15:14	" "
 149:0x0095	TokenNumber	947:948	34:16:15	0	"0"
 150:0x0096	TokenSpace	948:949	34:17:16	" "
 151:0x0097	TokenIdent	949:951	34:18:17	"to"
 152:0x0098	TokenSpace	951:952	34:20:19	" "
 153:0x0099	TokenIdent	952:955	34:21:20	"max"
 154:0x009a	TokenPunct	955:956	34:24:23	";"
 155:0x009b	TokenSpace	956:961	34:25:24	"\n    "
 156:0x009c	TokenIdent	961:971	35:5:4	"extensions"
 157:0x009d	TokenSpace	971:972	35:15:14	" "
 158:0x009e	TokenNumber	972:973	35:16:15	1	"1"
 159:0x009f	TokenPunct	973:974	35:17:16	","
 160:0x00a0	TokenSpace	974:975	35:18:17	" "
 161:0x00a1	TokenNumber	975:976	35:19:18	2	"2"
 162:0x00a2	TokenPunct	976:977	35:20:19	","
 163:0x00a3	TokenSpace	977:978	35:21:20	" "
 164:0x00a4	TokenNumber	978:979	35:22:21	3	"3"
 165:0x00a5	TokenPunct	979:980	35:23:22	","
 166:0x00a6	TokenSpace	980:981	35:24:23	" "
 167:0x00a7	TokenNumber	981:982	35:25:24	4	"4"
 168:0x00a8	TokenSpace	982:983	35:26:25	" "
 169:0x00a9	TokenIdent	983:985	35:27:26	"to"
 170:0x00aa	TokenSpace	985:986	35:29:28	" "
 171:0x00ab	TokenNumber	986:987	35:30:29	5	"5"
 172:0x00ac	TokenPunct	987:988	35:31:30	","
 173:0x00ad	TokenSpace	988:989	35:32:31	" "
 174:0x00ae	TokenNumber	989:990	35:33:32	6	"6"
 175:0x00af	TokenPunct	990:991	35:34:33	";"
 176:0x00b0	TokenSpace	991:1001	35:35:34	"\n    \n    "
 177:0x00b1	TokenIdent	1001:1009	37:5:4	"reserved"
 178:0x00b2	TokenSpace	1009:1010	37:13:12	" "
 179:0x00b3	TokenNumber	1010:1011	37:14:13	1	"1"
 180:0x00b4	TokenPunct	1011:1012	37:15:14	","
 181:0x00b5	TokenSpace	1012:1013	37:16:15	" "
 182:0x00b6	TokenString	1013:1018	37:17:16	"foo"	"\"foo\""
 183:0x00b7	TokenPunct	1018:1019	37:22:21	";"
 184:0x00b8	TokenSpace	1019:1024	37:23:22	"\n    "
 185:0x00b9	TokenIdent	1024:1032	38:5:4	"reserved"
 186:0x00ba	TokenSpace	1032:1033	38:13:12	" "
 187:0x00bb	TokenNumber	1033:1034	38:14:13	2	"2"
 188:0x00bc	TokenPunct	1034:1035	38:15:14	","
 189:0x00bd	TokenSpace	1035:1036	38:16:15	" "
 190:0x00be	TokenNumber	1036:1037	38:17:16	3	"3"
 191:0x00bf	TokenPunct	1037:1038	38:18:17	","
 192:0x00c0	TokenSpace	1038:1039	38:19:18	" "
 193:0x00c1	TokenNumber	1039:1040	38:20:19	5	"5"
 194:0x00c2	TokenSpace	1040:1041	38:21:20	" "
 195:0x00c3	TokenIdent	1041:1043	38:22:21	"to"
 196:0x00c4	TokenSpace	1043:1044	38:24:23	" "
 197:0x00c5	TokenNumber	1044:1045	38:25:24	7	"7"
 198:0x00c6	TokenPunct	1045:1046	38:26:25	","
 199:0x00c7	TokenSpace	1046:1047	38:27:26	" "
 200:0x00c8	TokenIdent	1047:1050	38:28:27	"foo"
 201:0x00c9	TokenPunct	1050:1051	38:31:30	","
 202:0x00ca	TokenSpace	1051:1052	38:32:31	" "
 203:0x00cb	TokenString	1052:1057	38:33:32	"bar"	"\"bar\""
 204:0x00cc	TokenPunct	1057:1058	38:38:37	";"
 205:0x00cd	TokenSpace	1058:1059	38:39:38	"\n"
 206:0x00ce	TokenPunct	862:1060	30:10:9	"}"
